Spine Id,Dendrite Id,Dendritic Compartment, Spine Area, Spine Attachment Pt Diameter, Spine Attachment Pt Distance, Spine Branch Depth, Spine Branch Level, Spine Branchings, Spine Length, Spine Max Diameter, Spine Mean Diameter, Spine Min Diameter, Spine Neck Length, Spine Neck Max Diameter, Spine Neck Mean Diameter, Spine Neck Min Diameter, Spine Neck Volume, Spine Orientation Angle, Spine Position X, Spine Position Y, Spine Position Z, Spine Resistance, Spine Straightness, Spine Terminal Pt Diameter, Spine Terminal Pt Distance, Spine Terminal Pt Volume, Spine Time, Spine Time Index, Spine Volume
C3-700000136,C3,apical,7.4600501061,0.9612470269,81.8575973511,2,1,0,3.9255399704,0.9612470269,0.6026049852,0.1000000015,2.6921699047,0.9612429738,0.4959129989,0.1000000015,0.8641690016,-40.5943984985,416.29699707,716.361999512,7.1642298698,88.3898010254,0.8618549705,0.9612309933,85.7830963135,0.465030998,0,1,1.3292000294
C1-700000417,C1,apical,1.1868200302,0.4806160033,262.789001465,4,3,0,1.059499979,0.4806230068,0.356151998,0.2139039934,0.5192130208,0.3917140067,0.2731739879,0.2139039934,0.0399431996,-47.5791015625,668.611022949,951.49798584,14.0486001968,16.434299469,0.9750530124,0.4806230068,263.848999023,0.0581316017,0,1,0.0980748013
T-700000141,T,apical,3.3966999054,2.4031200409,187.268997192,0,1,0,2.3720400333,2.4031200409,0.6198469996,0.2551540136,1.2630000114,0.4806169868,0.3804109991,0.2551540136,0.1974799931,-176.68800354,479.74899292,634.359008789,-8.9269599915,28.7117004395,0.9447020292,0.6796979904,190.503005981,0.1644169986,0,1,0.3618969917
C1-700000482,C1,apical,1.3638299704,0.9406219721,207.274002075,4,3,0,0.9202110171,0.9406219721,0.6616939902,0.48061499,0,0.5303840041,0.5303840041,0.5303840041,0.0990120992,118.18699646,633.07598877,917.617004395,-1.2437100411,4.1927700043,0.9403290153,0.48061499,208.423995972,0.0581286997,0,1,0.157141
C3-700000137,C3,apical,2.1341900826,0.9612470269,81.3963012695,2,1,0,2.1366798878,0.9612470269,0.4182609916,0.1000000015,1.32949996,0.505622983,0.2468989939,0.1000000015,0.1281269938,153.688995361,414.723999023,717.992004395,8.360619545,79.25050354,0.8967300057,0.48061499,83.7733001709,0.0581286997,0,1,0.1862560064
T-700000146,T,apical,3.8744199276,2.6021900177,190.432998657,0,1,0,2.1262700558,2.6021900177,0.6057010293,0.150000006,1.0686999559,0.4477339983,0.341794014,0.2326540053,0.0675401986,178.5,480.220001221,631.103027344,-8.9771699905,48.8238983154,0.9334920049,0.9612360001,193.380004883,0.4650380015,0,1,0.5325779915
C3-700000134,C3,apical,6.3195700645,0.4806230068,84.5570983887,2,1,0,4.3202800751,0.9612470269,0.4158590138,0.1000000015,3.158190012,0.8908600211,0.339590013,0.1000000015,0.5439749956,-53.3161010742,414.972991943,714.405029297,8.6957197189,180.488006592,0.7899609804,0.9612470269,88.6371002197,0.4650540054,0,1,1.0090299845
C7-700000256,C7,apical,4.6799302101,0.9612309933,17.3220996857,0,1,0,1.7398899794,0.9612309933,0.8908470273,0.6796979904,0.9373859763,0.96122998,0.9377689958,0.8908470273,0.7994920015,167.608001709,461.834991455,701.494995117,-0.2314240038,2.9771399498,0.9932669997,0.6796979904,19.2028007507,0.1644169986,0,1,0.9639089704
T-700000147,T,apical,3.2714500427,2.3206400871,190.677001953,0,1,0,1.3387900591,2.3206400871,1.1073199511,0.6796979904,0,0.7998520136,0.7998520136,0.7998520136,0.4287590086,-25.0844993591,481.890991211,630.648010254,-9.0150098801,3.1816899777,0.9756100178,0.6796979904,192.835998535,0.1644169986,0,1,0.5931760073
C5-700000318,C5,apical,2.3029899597,0.9612470269,113.748001099,2,2,0,1.7063800097,0.9612470269,0.470690012,0.150000006,0.6774820089,0.5181189775,0.3002580106,0.150000006,0.0609786995,124.928001404,447.891998291,713.056030273,64.2590026855,26.8526992798,0.9129419923,0.6796979904,115.595001221,0.1644169986,0,1,0.2253960073
C5-700000319,C5,apical,3.0603299141,0.9612470269,112.720001221,2,2,0,1.837190032,0.9612470269,0.5991489887,0.3153100014,0.9601489902,0.7707020044,0.5585150123,0.3153100014,0.336537987,87.9980010986,448.42401123,713.771972656,65.1474990845,10.2454996109,0.945563972,0.48061499,114.79699707,0.0581286997,0,1,0.3946669996
C3-700000135,C3,apical,0.9874709845,0.9612470269,83.854598999,2,1,0,0.9905660152,0.9612470269,0.4675590098,0.1951539963,0.294310987,0.1951559931,0.1951549947,0.1951539963,0.0121286996,160.311004639,413.885986328,715.82800293,8.4457302094,18.668800354,0.9988380075,0.48061499,85.0855026245,0.0581286997,0,1,0.070257403
C6-700000318,C6,apical,2.2795898914,1.079949975,193.582992554,3,4,0,2.4696600437,1.079949975,0.4424859881,0.125,1.773270011,0.3917120099,0.2735880017,0.125,0.1191060022,96.0550003052,607.981018066,610.09197998,47.0886001587,63.0449981689,0.7242640257,0.48061499,196.352005005,0.0581286997,0,1,0.177233994
T-700000144,T,apical,5.9539999962,1.9224900007,188.970001221,0,1,0,3.5263800621,1.9224900007,0.6746850014,0.1800000072,2.6489100456,0.8908550143,0.5111140013,0.1800000072,0.863214016,175.429000854,479.566986084,632.5,-9.1388597488,35.315700531,0.9297500253,0.4806239903,193.218002319,0.0581320003,0,1,0.9213460088
C5-700000310,C5,apical,4.7604999542,0.8908600211,125.210998535,2,2,0,3.2242000103,0.8908600211,0.5500370264,0.3028079867,2.159250021,0.5303919911,0.429403007,0.3028079867,0.3861350119,-137.945999146,444.214996338,705.351013184,71.7994995117,21.5461997986,0.8699719906,0.6796979904,128.539993286,0.1644169986,0,1,0.5505520105
C3-700000132,C3,apical,4.4334301949,1.079949975,87.2106018066,2,1,0,3.2975099087,1.079949975,0.4659450054,0.1000000015,2.1373200417,0.5801569819,0.344633013,0.1000000015,0.3638119996,-14.4379997253,414.588012695,712.460021973,8.9437503815,89.2436981201,0.6169559956,0.6796990037,90.7081985474,0.164417997,0,1,0.5282300115
C5-700000312,C5,apical,1.8280700445,0.96122998,118.158996582,2,2,0,1.2783000469,0.96122998,0.5909940004,0.3650780022,0.3779419959,0.4975050092,0.431291014,0.3650780022,0.1346769929,50.0709991455,446.557006836,710.315002441,68.2483978271,7.6088900566,0.9823510051,0.48061499,119.678001404,0.0581286997,0,1,0.1928060055
T-700000145,T,apical,4.2260599136,1.9224900007,189.458999634,0,1,0,2.9827799797,1.9224900007,0.5756490231,0.150000006,1.897300005,0.5181239843,0.2262050062,0.150000006,0.127967,169.753005981,479.847991943,632.075012207,-9.0018997192,85.6461029053,0.8930730224,0.9612510204,192.92199707,0.4650599957,0,1,0.5930269957
C5-700000314,C5,apical,1.8458100557,0.9612470269,117.301002502,2,2,0,1.3578300476,0.9612470269,0.564136982,0.3917100132,0.5243369937,0.4229629934,0.4073370099,0.3917100132,0.127361998,102.760002136,446.670013428,711.04699707,67.49659729,9.2106895447,0.9840120077,0.4806259871,118.899002075,0.0581327006,0,1,0.1854950041
C5-700000315,C5,apical,1.5507700443,1.110550046,116.700996399,2,2,0,1.063830018,1.110550046,0.7147979736,0.48061499,0,0.5303859711,0.5303859711,0.5303859711,0.1231079996,8.4473495483,447.195007324,711.17401123,67.1187973022,4.722799778,0.9115480185,0.48061499,118.07900238,0.0581286997,0,1,0.1812369972
C5-700000316,C5,apical,0.5651140213,1.3096300364,115.460998535,2,2,0,0.7400270104,1.3096300364,0.6655930281,0.150000006,0,0.3542779982,0.3542779982,0.3542779982,0.0368199013,-9.8595199585,447.582000732,711.630004883,66.149597168,13.7395000458,0.9408569932,0.150000006,116.78099823,0.00176715,0,1,0.0385871008
C3-700000133,C3,apical,2.6867001057,0.6796990037,85.480796814,2,1,0,2.6916899681,0.6796990037,0.3295069933,0.1000000015,1.9848599434,0.5801609755,0.2578920126,0.1000000015,0.198890999,132.595993042,413.416992188,715.080993652,9.1487798691,122.810997009,0.8590080142,0.48061499,88.272102356,0.0581286997,0,1,0.2570190132
C10-700000113,C10,apical,1.6939899921,1.1402299404,48.3973999023,0,1,0,1.1669800282,1.1402299404,0.6867480278,0.48061499,0,0.4806210101,0.4806210101,0.4806210101,0.1308799982,-165.800994873,459.903015137,623.74597168,12.5499000549,5.8069300652,0.9539769888,0.48061499,49.8941993713,0.0581288002,0,1,0.1890089959
T-700000148,T,apical,5.7410302162,2.5197200775,190.912002563,0,1,0,3.0691699982,2.5197200775,0.7654849887,0.1800000072,1.4650299549,0.48061499,0.3195729852,0.1800000072,0.0963362008,12.7003002167,482.92098999,630.768981934,-8.0486497879,29.8339996338,0.9283739924,1.16031003,194.660995483,0.8179389834,0,1,0.9142749906
C7-700000129,C7,apical,4.1047501564,0.9612309933,98.1286010742,0,1,0,2.3471601009,0.9612309933,0.6101589799,0.232656002,1.3102099896,0.7500849962,0.4816839993,0.232656002,0.3865059912,101.476997375,392.186004639,675.476989746,16.4722995758,15.3285999298,0.9140189886,0.6796979904,100.616996765,0.1644169986,0,1,0.5509229898
C7-700000128,C7,apical,3.0166900158,1.16031003,98.369102478,0,1,0,1.9475400448,1.16031003,0.5623790026,0.2326540053,1.0442299843,0.5801569819,0.3881869912,0.2326540053,0.1891440004,-59.3989982605,392.597991943,673.804992676,16.5625991821,17.2530002594,0.8687570095,0.6796979904,100.556999207,0.1644169986,0,1,0.3535610139
C10-700000112,C10,apical,1.952829957,1.1603200436,49.1040000916,0,1,0,1.1565999985,1.1603200436,0.7154800296,0.48061499,0.5611990094,0.7003149986,0.5704389811,0.48061499,0.188767001,140.755996704,459.434997559,623.510986328,13.5918998718,4.9020700455,0.9590110183,0.48061499,50.6004981995,0.0581288002,0,1,0.2468959987
C7-700000125,C7,apical,1.6639200449,0.9612470269,100.066001892,0,1,0,0.9768400192,0.9612470269,0.7209280133,0.48061499,0,0.6007689834,0.6007689834,0.6007689834,0.1556490064,120.157997131,390.725006104,673.601013184,16.0774993896,3.3849000931,0.9686899781,0.48061499,101.283996582,0.0581286997,0,1,0.2137770057
C7-700000124,C7,apical,3.5085399151,1.1201299429,100.558998108,0,1,0,3.2228300571,1.1201299429,0.4076330066,0.125,2.0996398926,0.5303850174,0.2518329918,0.125,0.2114029974,-43.7526016235,391.183990479,672.237976074,16.2103004456,110.093002319,0.8638569713,0.6796990037,104.001998901,0.164417997,0,1,0.3758209944
C7-700000127,C7,apical,1.7608799934,1.079949975,99.3199996948,0,1,0,1.5290000439,1.079949975,0.5489490032,0.2326540053,0.6241670251,0.4025770128,0.3176159859,0.2326540053,0.0923331976,110.699996948,391.152008057,674.223999023,16.1107997894,17.0144996643,0.9555349946,0.48061499,101.149002075,0.0581286997,0,1,0.1504620016
C7-700000126,C7,apical,3.5180900097,1.079949975,99.5701980591,0,1,0,1.1849499941,1.079949975,0.9983350039,0.9612339735,0,0,0,0,0.2641159892,7.8187298775,391.226989746,673.79699707,16.6364994049,1.6181900501,0.9637299776,0.9612470269,100.815002441,0.4650540054,0,1,0.7291700244
C7-700000121,C7,apical,1.7608100176,1.359400034,102.459999084,0,1,0,1.4247499704,1.359400034,0.6392779946,0.2326540053,0.512188971,0.518114984,0.3278079927,0.2326540053,0.1034500003,102.504997253,388.774993896,672.71697998,16.3761005402,14.9623003006,0.9790830016,0.4806230068,104.323997498,0.0581316017,0,1,0.1615819931
C7-700000120,C7,apical,2.8764100075,1.079949975,103.407997131,0,1,0,1.0319999456,1.079949975,0.8832039833,0.720927,0,0,0,0,0.0418840013,150.244003296,387.954986572,671.567993164,16.869600296,2.0399100781,0.9924650192,0.9612470269,104.5,0.4650540054,0,1,0.5069379807
C7-700000123,C7,apical,1.3576500416,1.079949975,101.029998779,0,1,0,0.8012440205,1.079949975,0.7580270171,0.4806210101,0,0.6007750034,0.6007750034,0.6007750034,0.1100020036,-82.7276992798,390.12600708,672.588012695,16.0284004211,3.0218598843,0.996317029,0.4806210101,102.130996704,0.0581309013,0,1,0.1681330055
C7-700000122,C7,apical,3.3758699894,1.2804700136,101.739997864,0,1,0,2.3795599937,1.2804700136,0.5532709956,0.125,1.5744999647,0.7209230065,0.3829100132,0.125,0.338432014,-39.9561004639,390.07699585,671.797973633,15.8142995834,35.7918014526,0.9239730239,0.4806250036,104.518997192,0.0581322983,0,1,0.3965640068
T-700000671,T,apical,1.9301400185,1.9722599983,326.291992188,1,1,0,0.793776989,1.9722599983,1.2265299559,0.6796979904,0,0.9406179786,0.9406179786,0.9406179786,0.1565479934,73.0800018311,483.476989746,501.557006836,-1.5803300142,1.5737999678,0.9869599938,0.6796979904,327.731994629,0.1644169986,0,1,0.320964992
T-700000177,T,apical,4.6618499756,2.5176999569,203.68800354,0,1,0,2.7768399715,2.5176999569,0.8470460176,0.2326530069,1.6029599905,0.6796960235,0.4975009859,0.2326530069,0.4796040058,-147.501998901,479.496002197,617.705993652,-7.940030098,16.9592990875,0.9295079708,0.6796960235,207.384002686,0.1644160002,0,1,0.644020021
C1-700000584,C1,apical,2.4159200192,0.6796979904,119.474998474,4,3,0,1.3373600245,0.6796990037,0.5926010013,0.480618,0.4003989995,0.5303900242,0.5055040121,0.480618,0.1441169977,70.8171005249,569.54498291,864.62298584,-13.6388998032,5.5240101814,0.9451329708,0.6796990037,120.81199646,0.164417997,0,1,0.3085339963
T-700000149,T,apical,3.1461100578,2.5176999569,191.604995728,0,1,0,1.753360033,2.5176999569,0.8008620143,0.3303079903,0.7768020034,0.7003139853,0.4852710068,0.3303079903,0.2405450046,-168.37600708,480.54800415,629.809020996,-8.8550100327,10.295999527,0.983667016,0.6796979904,194.276992798,0.1644169986,0,1,0.4049620032
C10-700000178,C10,apical,3.6595299244,1.1603200436,8.9468698502,0,1,0,3.5210399628,1.1603200436,0.3812719882,0.125,2.5759499073,0.3917120099,0.249466002,0.125,0.1559620053,-34.309299469,475.292999268,654.560974121,-1.959980011,84.7006988525,0.8512820005,0.6796979904,12.7082004547,0.1644169986,0,1,0.320378989
C7-700000226,C7,apical,0.7676240206,1.16031003,31.2966995239,0,1,0,1.0473300219,1.16031003,0.5527150035,0.200000003,0,0.2701570094,0.2701570094,0.2701570094,0.0421938002,-53.3083992004,450.884002686,697.895996094,7.5361700058,17.2642993927,0.956133008,0.200000003,32.8241996765,0.00418879,0,1,0.0463825986
C6-700000695,C6,apical,3.7123799324,0.9612470269,26.8761997223,2,2,0,2.9476399422,0.9612470269,0.4841170013,0.125,1.7610900402,0.541023016,0.3159399927,0.125,0.2399449945,52.4067993164,501.606994629,714.710021973,-2.1725399494,49.9683990479,0.9718689919,0.6796969771,29.9645996094,0.1644160002,0,1,0.4043619931
C10-700000171,C10,apical,2.3015999794,1.359400034,13.0713996887,0,1,0,1.9575300217,1.359400034,0.4722689986,0.125,0.8929110169,0.3917140067,0.2139039934,0.125,0.0768072978,168.361999512,471.615997314,652.408996582,-0.6527479887,63.6478004456,0.926297009,0.6796979904,15.3687000275,0.1644169986,0,1,0.2412250042
C10-700000170,C10,apical,4.9804801941,1.359400034,13.0713996887,0,1,0,3.2543098927,1.359400034,0.5181930065,0.150000006,1.8446199894,0.4806169868,0.3359709978,0.150000006,0.1456409991,142.893005371,471.169006348,652.781982422,-0.806689024,41.5665016174,0.8494660258,0.9612269998,16.5247993469,0.4650259912,0,1,0.610665977
C10-700000173,C10,apical,3.0057001114,0.9612470269,11.5642004013,0,1,0,1.5810899735,0.9612470269,0.5427700281,0.125,0.2995510101,0.2636750042,0.1943369955,0.125,0,144.589004517,472.692993164,654.057983398,-0.4340989888,26.0144996643,0.9633799791,0.9612309933,13.1452999115,0.465030998,0,1,0.4282569885
C10-700000172,C10,apical,1.3790299892,1.359400034,12.0753002167,0,1,0,1.7588499785,1.359400034,0.4347420037,0.125,1.1345299482,0.3917160034,0.2672480047,0.125,0.0908854008,-53.9926986694,473.036010742,652.74798584,-1.2967799902,48.379901886,0.9391329885,0.125,14.4512996674,0.00102265,0,1,0.0919080973
C10-700000175,C10,apical,2.9073998928,0.96122998,10.7869997025,0,1,0,1.7645499706,0.96122998,0.5638880134,0.3917120099,0.5979790092,0.48061499,0.4509809911,0.3917120099,0.1838829964,10.0055999756,474.101989746,654.42401123,-0.3116419911,9.9678897858,0.9934560061,0.6796979904,12.6923999786,0.1644169986,0,1,0.3483009934
C10-700000174,C10,apical,2.3348100185,0.96122998,10.7869997025,0,1,0,1.8056999445,0.96122998,0.4775359929,0.2139039934,1.2606799603,0.6007689834,0.3801810145,0.2139039934,0.1768160015,-45,473.984008789,654.012023926,-0.149811998,20.1462001801,0.9128770232,0.48061499,12.8330001831,0.0581288002,0,1,0.2349449992
C10-700000177,C10,apical,2.3327898979,1.359400034,9.9890899658,0,1,0,2.0309100151,1.359400034,0.5758479834,0.2139039934,1.1593199968,0.6114079952,0.3464060128,0.2139039934,0.1561850011,139.641998291,473.428009033,655.067016602,-0.5610989928,29.3255996704,0.9485599995,0.4806230068,12.459400177,0.0581316985,0,1,0.2143159956
C10-700000176,C10,apical,1.2107100487,0.96122998,10.7869997025,0,1,0,0.7293040156,0.96122998,0.6808710098,0.48061499,0,0.6007689834,0.6007689834,0.6007689834,0.0865420997,-21.8022994995,473.601989746,654.275024414,-0.5796219707,3.0965499878,0.99713099,0.48061499,11.7566995621,0.0581288002,0,1,0.1446709931
C1-700000646,C1,apical,1.416260004,0.9612309933,77.4970016479,3,2,0,1.2817000151,0.9612309933,0.4974499941,0.2139019966,0.444844991,0.3340579867,0.2739799917,0.2139019966,0.0540918,-69.6605987549,539.244995117,837.223022461,-15.8037004471,15.2319002151,0.9351990223,0.4806079865,79.0190963745,0.0581262,0,1,0.112218
C1-700000647,C1,apical,6.8672800064,0.9612309933,76.7470016479,3,2,0,3.9137399197,1.0904599428,0.5641559958,0.2326550037,2.6484799385,0.999984026,0.4423190057,0.2326550037,0.4810630083,107.241996765,537.609008789,838.867980957,-16.4773006439,31.5168991089,0.9138460159,0.9612500072,80.6607971191,0.4650590122,0,1,0.9461209774
C1-700000644,C1,apical,1.4532500505,0.9612309933,78.6826019287,3,2,0,0.9639459848,0.9612309933,0.6308119893,0.4806210101,0,0.4806210101,0.4806210101,0.4806210101,0.1019520015,13.9092998505,540.427978516,837.958007812,-16.3355007172,4.8669099808,0.9976069927,0.4806210101,79.8869018555,0.0581309013,0,1,0.1600829959
C1-700000645,C1,apical,2.8493599892,0.9612309933,77.9751968384,3,2,0,2.4677898884,0.9612309933,0.4097839892,0.125,1.4967499971,0.4414820075,0.2464150041,0.125,0.1286650002,-54.1944007874,540.155029297,836.713989258,-15.9350004196,62.190700531,0.973762989,0.6797009707,80.5837020874,0.1644189954,0,1,0.2930839956
C1-700000642,C1,apical,1.7993600369,1.1603200436,80.5717010498,3,2,0,1.3757100105,1.1603200436,0.4958510101,0.150000006,0.2697570026,0.2326540053,0.1913270056,0.150000006,0.0191158,-16.8861999512,542.112976074,839.109008789,-16.2868995667,27.7490005493,0.9574210048,0.679700017,82.1876983643,0.164417997,0,1,0.1835339963
C3-700000138,C3,apical,3.6024599075,0.9612470269,81.1648025513,2,1,0,1.7774399519,0.9612470269,0.7267600298,0.48061499,0.5742149949,0.7706959844,0.7355030179,0.7003110051,0.5352259874,-57.9286994934,415.5,717.898986816,7.1361899376,5.3151202202,0.9606310129,0.48061499,83.1826019287,0.0581286997,0,1,0.593355
C1-700000640,C1,apical,4.0615401268,0.4806160033,83.6890029907,3,2,0,1.8803999424,0.9612309933,0.5804119706,0.3800779879,0.6621119976,0.5801569819,0.4718219936,0.3800779879,0.1344570071,-77.4514007568,543.49798584,841.257995605,-15.6984996796,7.9453401566,0.9786059856,0.9612309933,85.3291015625,0.465030998,0,1,0.5994880199
C1-700000641,C1,apical,3.9277400971,1.1603200436,81.2826004028,3,2,0,1.2747499943,1.1603200436,1.0441800356,0.9612309933,0,1.0110000372,1.0110000372,1.0110000372,0.381381005,64.533203125,541.903991699,839.976989746,-16.5030002594,1.628180027,0.9833539724,0.9612309933,82.6568984985,0.465030998,0,1,0.846412003
C1-700000224,C1,apical,1.2094199657,0.9612309933,242.197998047,4,2,0,0.7254210114,0.9612309933,0.7209230065,0.48061499,0,0.6007689834,0.6007689834,0.6007689834,0.0882975981,51.1817016602,616.604980469,668.231018066,66.9080963135,2.7983300686,0.9770770073,0.48061499,243.164001465,0.0581286997,0,1,0.1464260072
C3-700000139,C3,apical,3.0614800453,0.9612470269,80.1922988892,2,1,0,1.7983900309,0.9612470269,0.6704519987,0.48061499,0.5535359979,0.6299279928,0.5801569819,0.5303859711,0.3558950126,-15.483499527,416.062011719,718.705993652,7.0619001389,6.9655299187,0.9564819932,0.48061499,82.2310028076,0.0581286997,0,1,0.4140239954
C10-700000119,C10,apical,4.6707401276,0.6796979904,43.5227012634,0,1,0,2.3144600391,0.9612309933,0.5796939731,0.3028079867,1.1669199467,0.6299279928,0.4592629969,0.3028079867,0.2139350027,173.011001587,462.24798584,627.369018555,11.2727003098,11.6838998795,0.9650430083,0.9612309933,45.6963996887,0.465030998,0,1,0.6789659858
C1-700000648,C1,apical,3.3039801121,0.9612309933,76.7470016479,3,2,0,2.6415100098,0.9612309933,0.4584409893,0.150000006,1.6086200476,0.6176549792,0.2947640121,0.150000006,0.1703319997,132.080001831,537.692016602,838.354980469,-16.3854007721,47.5938987732,0.9424870014,0.6796960235,79.529296875,0.1644160002,0,1,0.3347469866
C1-700000649,C1,apical,4.6040701866,1.16031003,76.2567977905,3,2,0,2.8580200672,1.16031003,0.5874649882,0.2326550037,1.9304499626,0.7706990242,0.4942660034,0.2326550037,0.5426639915,156.996994019,536.937011719,837.882019043,-16.0478992462,20.9748001099,0.9366080165,0.4806190133,79.4545974731,0.0581301004,0,1,0.6007940173
C5-700000224,C5,apical,4.5077900887,0.679700017,108.782997131,4,2,0,2.2148299217,0.9612339735,0.5604050159,0.3153100014,1.0758800507,0.5801579952,0.4608870149,0.3153100014,0.1974049956,-57.1663017273,530.896972656,745.184020996,42.2976989746,11.4287004471,0.9532099962,0.9612339735,110.857002258,0.4650349915,0,1,0.662440002
C5-700000225,C5,apical,2.6526899338,0.9612339735,106.629997253,4,2,0,2.4887499809,0.9612339735,0.3775190115,0.150000006,1.578529954,0.3979629874,0.2090390027,0.150000006,0.0935285985,-98.75,528.473999023,744.661987305,41.5561981201,72.7384033203,0.9454299808,0.679700017,109.260002136,0.164417997,0,1,0.2579469979
C11-700000189,C11,apical,5.5655899048,0.4806239903,15.7742004395,0,1,0,1.8860100508,0.9612349868,0.8410810232,0.4806239903,0.4068830013,0.9612349868,0.901161015,0.8410869837,0.7224799991,28.2639007568,489.984985352,629.611999512,-5.1019701958,3.081029892,0.9967619777,0.9612309933,17.4199008942,0.465030998,0,1,1.1875100136
C10-700000118,C10,apical,1.4299099445,1.359400034,45.7018013,0,1,0,0.9231290221,1.359400034,0.730175972,0.48061499,0.2983500063,0.5303900242,0.5055040121,0.4806169868,0.1037869975,-4.8822698593,462.106994629,625.744018555,12.5774002075,4.6434202194,0.973082006,0.48061499,47.0643997192,0.0581288002,0,1,0.1619160026
C5-700000220,C5,apical,6.7373600006,0.4806169868,110.501998901,4,2,0,4.2327899933,0.96122998,0.4276930094,0.1361130029,2.7919700146,0.7344369888,0.3438729942,0.1361130029,0.5438950062,-52.6888999939,532.999023438,745.291015625,43.4674987793,68.87159729,0.8708990216,0.96122998,114.494003296,0.4650300145,0,1,1.0089199543
C5-700000221,C5,apical,2.2204599381,0.4806169868,110.501998901,4,2,0,1.3313200474,0.5801579952,0.5179449916,0.4806169868,0.4255810082,0.5801579952,0.5552729964,0.5303879976,0.2213429958,46.1142997742,532.145019531,746.664001465,42.8824005127,6.1141600609,0.9788450003,0.4806169868,111.833000183,0.0581294,0,1,0.2794730067
C5-700000222,C5,apical,3.4980499744,0.4806169868,110.501998901,4,2,0,3.0046000481,0.4806169868,0.4213449955,0.3028070033,0,0.3028070033,0.3028070033,0.3028070033,0.2610419989,104.370002747,531.87298584,746.916992188,43.0532989502,26.2866001129,0.9942200184,0.4806120098,113.505996704,0.0581276007,0,1,0.3191699982
C5-700000223,C5,apical,1.4691699743,0.4806169868,110.255996704,4,2,0,1.1755700111,0.4806190133,0.4139400125,0.302809,0.4078539908,0.3917140067,0.3472610116,0.302809,0.0743597969,-62.67029953,531.861999512,746.241027832,42.9977989197,10.5558996201,0.9897680283,0.4806190133,111.431999207,0.0581301004,0,1,0.1324899942
C1-700000708,C1,apical,1.6519800425,1.441849947,73.967300415,3,3,0,1.5313999653,1.441849947,0.5178819895,0.125,0.6568750143,0.3917109966,0.2435380071,0.125,0.0866172016,92.570602417,545.151000977,812.554016113,-18.1861000061,30.9041996002,0.9275379777,0.48061499,75.9793014526,0.0581286997,0,1,0.1447460055
C3-700000172,C3,apical,2.2365698814,0.9612309933,54.3590011597,2,1,0,1.8717900515,0.9612309933,0.444088012,0.1000000015,0.8337249756,0.3854619861,0.2189420015,0.1000000015,0.0646687001,124.679000854,433.252990723,734.098022461,-1.3510799408,48.6241989136,0.952854991,0.6796990037,56.3716011047,0.164417997,0,1,0.2290859967
C5-700000228,C5,apical,3.1996300221,0.679700017,103.21900177,4,2,0,2.3412499428,0.7706959844,0.4290280044,0.150000006,1.3670500517,0.5181170106,0.2885259986,0.150000006,0.1987690032,111.842002869,525.862976074,745.357971191,40.3465003967,43.8166999817,0.9336810112,0.679700017,105.560997009,0.164417997,0,1,0.3631879985
C5-700000229,C5,apical,3.7366700172,0.679700017,103.21900177,4,2,0,2.3541100025,0.7707039714,0.5025010109,0.2326540053,1.3386000395,0.6007789969,0.3987340033,0.2326540053,0.3013890088,-62.2960014343,526.552001953,743.916992188,40.4933013916,19.6653995514,0.916203022,0.679700017,105.573997498,0.164417997,0,1,0.4658080041
C6-700000547,C6,apical,3.0537600517,1.441849947,24.003200531,1,1,0,2.3804399967,1.441849947,0.4582520127,0.125,1.406069994,0.5410240293,0.2619009912,0.125,0.1888529956,-123.814002991,498.911010742,714.458984375,-3.1340498924,66.3133010864,0.9480929971,0.6796990037,26.7646999359,0.164417997,0,1,0.3532699943
C1-700000665,C1,apical,2.724230051,1.16031003,57.8693008423,3,2,0,0.9051359892,1.16031003,1.028570056,0.9612309933,0,0,0,0,0.0733658001,138.791000366,525.708984375,824.153991699,-18.3708000183,1.2657300234,0.9970030189,0.9612309933,58.8740005493,0.465030998,0,1,0.5383970141
C7-700000019,C7,apical,2.7825601101,0.9612470269,203.679000854,1,2,0,1.423050046,0.9612470269,0.7023620009,0.4806230068,0.7982310057,0.789969027,0.6899809837,0.570276022,0.3666900098,21.7245006561,325.042999268,601.478027344,27.9582996368,4.687980175,0.982427001,0.4806230068,205.343002319,0.0581316017,0,1,0.4248220026
C7-700000018,C7,apical,2.5776500702,0.6796979904,204.899993896,1,2,0,1.3882299662,0.6796979904,0.6174849868,0.48061499,0.5012019873,0.6796979904,0.6548129916,0.6299279928,0.3111490011,-14.7635002136,324.242004395,600.239990234,27.3953990936,4.9791698456,0.977651,0.48061499,206.388000488,0.0581286997,0,1,0.3692770004
C1-700000506,C1,apical,4.0216197968,0.4806160033,181.634994507,4,3,0,2.2053999901,0.7706940174,0.5460469723,0.3303099871,0.9692980051,0.5801590085,0.4728299975,0.3303099871,0.3754869998,-64.7666015625,613.359985352,902.455993652,-1.6513999701,10.6936998367,0.946089983,0.6796990037,183.740005493,0.164417997,0,1,0.5399050117
C1-700000666,C1,apical,2.853579998,1.1603300571,57.396900177,3,2,0,1.6543899775,1.1603300571,0.6502599716,0.3303120136,0.5940889716,0.5256189704,0.437056005,0.3303120136,0.190538004,117.779998779,525.231018066,824.20300293,-17.6249008179,8.3918504715,0.959586978,0.6796990037,59.2915992737,0.164417997,0,1,0.354956001
