Spine Id,Dendrite Id,Dendritic Compartment, Spine Area, Spine Attachment Pt Diameter, Spine Attachment Pt Distance, Spine Branch Depth, Spine Branch Level, Spine Branchings, Spine Length, Spine Max Diameter, Spine Mean Diameter, Spine Min Diameter, Spine Neck Length, Spine Neck Max Diameter, Spine Neck Mean Diameter, Spine Neck Min Diameter, Spine Neck Volume, Spine Orientation Angle, Spine Position X, Spine Position Y, Spine Position Z, Spine Resistance, Spine Straightness, Spine Terminal Pt Diameter, Spine Terminal Pt Distance, Spine Terminal Pt Volume, Spine Time, Spine Time Index, Spine Volume
C11-700000117,C11,apical,1.6323100328,1.0607800484,69.3908004761,0,1,0,1.3801100254,1.0607800484,0.527444005,0.2701559961,0.3421350122,0.4104680121,0.3403120041,0.2701559961,0.0875236019,68.485496521,519.366027832,587.719970703,1.7214200497,12.7097997665,0.9398729801,0.4806239903,71.0609970093,0.0581320003,0,1,0.1456560045
C11-700000114,C11,apical,1.330919981,0.6551610231,71.7966995239,0,1,0,1.3313399553,0.6551610231,0.3948529959,0.200000003,0.5164999962,0.3839440048,0.3621259928,0.3403080106,0.1041420028,54.8650016785,520.62097168,585.607971191,2.1531300545,17.4193992615,0.9912660122,0.200000003,73.3556976318,0.00418879,0,1,0.1083299965
C11-700000115,C11,apical,3.9599199295,0.48061499,71.3187026978,0,1,0,1.799309969,0.9612309933,0.5877720118,0.48061499,0.8075299859,0.5303859711,0.4930619895,0.4806169868,0.1339150071,-153.069000244,519.737976074,585.448974609,1.852429986,7.0096101761,0.9678999782,0.9612309933,72.8777008057,0.465030998,0,1,0.5989450216
T-700000490,T,apical,2.1394400597,1.8897900581,330.770996094,1,2,0,0.7154650092,1.8897900581,1.3813099861,0.9612309933,0,0,0,0,0,18.8833999634,493.799987793,498.459991455,3.7221500874,0.885322988,0.9940710068,0.9612309933,331.95098877,0.465030998,0,1,0.3978660107
C11-700000118,C11,apical,1.5028500557,0.6796990037,67.9501037598,0,1,0,1.3580299616,0.6796990037,0.4059210122,0.2139039934,0.6852269769,0.4414820075,0.2897630036,0.2139039934,0.0630004033,-113.750999451,518.124023438,587.969970703,0.909874022,19.8334999084,0.9538589716,0.48061499,69.4076004028,0.0581288002,0,1,0.1211289987
C11-700000119,C11,apical,7.7761597633,0.48061499,66.9642028809,0,1,0,3.0530900955,0.9612269998,0.7657849789,0.4492950141,1.6828999519,0.8908450007,0.7510979772,0.4492950141,1.0414400101,34.3117980957,518.320983887,589.575012207,0.1682199985,8.0036296845,0.9689310193,0.9612269998,69.7770004272,0.4650259912,0,1,1.5064599514
C6-700000715,C6,apical,1.9672299624,1.910400033,16.4624996185,0,1,0,0.9335269928,1.910400033,0.9873740077,0.6796979904,0,0.6796979904,0.6796979904,0.6796979904,0.1287589967,65.8684997559,494.25,720.072998047,-4.7377700806,3.0408499241,0.9881950021,0.6796979904,18.0114002228,0.1644169986,0,1,0.2931759954
C1-700000172,C1,apical,6.7223300934,0.6796990037,75.0618972778,4,1,0,5.751639843,0.761992991,0.3942439854,0.150000006,4.8330597878,0.761992991,0.3604420125,0.150000006,0.6401559711,-118.710998535,542.062011719,794.291015625,-0.1899379939,88.2085037231,0.8892459869,0.480618,80.9131011963,0.0581297986,0,1,0.6982859969
T-700000465,T,apical,2.9215600491,1.4418699741,342.62399292,1,2,0,2.119699955,1.4418699741,0.5904030204,0.1800000072,1.0301200151,0.5303859711,0.3252309859,0.1800000072,0.167851001,-177.445999146,496.196014404,487.54800415,5.3430800438,25.7366008759,0.9523209929,0.6796969771,345.125,0.1644160002,0,1,0.3322669864
C3-700000275,C3,apical,3.2020199299,0.6796990037,31.9624996185,0,1,0,1.4995399714,0.6796990037,0.6796990037,0.6796990037,0,0.6796990037,0.6796990037,0.6796990037,0.3385809958,-76.8886032104,449.947998047,745.213012695,-8.8124599457,4.13270998,0.9791340232,0.6796990037,33.4620018005,0.164417997,0,1,0.5029979944
C6-700000613,C6,apical,2.7895400524,0.9909240007,91.8507995605,2,2,0,2.0002601147,0.9909240007,0.6081950068,0.4806169868,0.6978409886,0.4806190133,0.480618,0.4806169868,0.2625139952,147.639007568,537.322998047,679.492004395,32.2359008789,10.453499794,0.8221600056,0.4806169868,94.1062011719,0.0581294,0,1,0.3206430078
C1-700000173,C1,apical,2.8835599423,1.1603200436,74.5047988892,4,1,0,2.1303200722,1.1603200436,0.4933120012,0.125,1.0304700136,0.4912509918,0.307062,0.125,0.1312000006,-126.963996887,542.117004395,795.536987305,-0.7805119753,33.9990005493,0.9744359851,0.6796950102,76.8753967285,0.1644150019,0,1,0.2956149876
C3-700000274,C3,apical,4.0564398766,0.6796990037,32.4616012573,0,1,0,2.4051499367,0.6796990037,0.5340430141,0.1000000015,1.5368000269,0.6796990037,0.6061400175,0.4352320135,0.5964750052,145.419006348,449.359008789,745.219970703,-7.6607499123,23.5063991547,0.9281929731,0.1000000015,35.1566009521,0.000523599,0,1,0.5969979763
C1-700000174,C1,apical,2.8581700325,1.1603200436,74.5047988892,4,1,0,1.0225000382,1.1603200436,0.9338650107,0.7500860095,0,0,0,0,0.0415596999,-135.343002319,542.536987305,796.085998535,-0.7456740141,1.8730499744,0.9918529987,0.9612470269,75.6268005371,0.4650540054,0,1,0.5066140294
C6-700000377,C6,apical,1.4864699841,1.110550046,149.201004028,3,4,0,1.4616600275,1.110550046,0.4915010035,0.125,0.6861559749,0.4806199968,0.4361670017,0.3917140067,0.143987,163.621994019,580.750976562,635.572998047,25.0303001404,19.0860004425,0.740696013,0.125,151.156005859,0.00102265,0,1,0.1450089961
C1-700000175,C1,apical,3.6417500973,0.6796990037,73.6797027588,4,1,0,1.3314900398,1.0637899637,0.8285089731,0.6796979904,0.4100570083,1.0637899637,0.9773190022,0.890847981,0.5832920074,-23.2635002136,542.437988281,796.476989746,-1.6942100525,2.3095600605,0.9548220038,0.6796979904,75.0111999512,0.1644169986,0,1,0.7477089763
T-700000577,T,apical,1.1935299635,2.1125299931,289.381011963,1,1,0,0.7108719945,2.1125299931,1.0652500391,0.4806230068,0,0.6299290061,0.6299290061,0.6299290061,0.0857480988,132.736999512,486.270996094,536.864990234,-4.4555997849,3.2377200127,0.9971169829,0.4806230068,290.907989502,0.0581316017,0,1,0.1438799948
C6-700000376,C6,apical,6.8417901993,0.4806230068,150.180999756,3,4,0,2.4084498882,1.3302400112,0.7993130088,0.3153110147,1.2148300409,1.3302400112,0.7303140163,0.3153110147,0.9564960003,-161.195999146,580.773010254,634.518981934,26.1800003052,9.8347597122,0.9773719907,0.96122998,152.348999023,0.4650300145,0,1,1.4215300083
C1-700000176,C1,apical,8.8626403809,0.9612330198,71.023399353,4,1,0,4.5871200562,1.16031003,0.661428988,0.3303079903,3.4884500504,0.8204730153,0.5951449871,0.3303079903,1.1782900095,85.3761978149,540.689025879,800.090026855,-2.7148199081,18.1007995605,0.9618239999,0.6796979904,75.7512969971,0.1644169986,0,1,1.3427000046
C7-700000199,C7,apical,4.0934500694,1.359400034,46.1366996765,0,1,0,2.5451099873,1.359400034,0.6571320295,0.150000006,1.6281299591,0.820464015,0.4389309883,0.150000006,0.4090420008,105.246002197,436.148010254,699.312988281,9.1485700607,29.5618991852,0.8225849867,0.6796979904,49.0215988159,0.1644169986,0,1,0.5734590292
C6-700000371,C6,apical,2.1502699852,0.9612470269,154.89100647,3,4,0,1.5300899744,0.9612470269,0.5707100034,0.3153110147,0.7594000101,0.5181180239,0.4280039966,0.3153110147,0.1688349992,44.1870002747,584.643005371,631.226013184,26.9761009216,9.2109098434,0.7871540189,0.4806250036,156.660995483,0.0581322983,0,1,0.2269680053
C1-700000177,C1,apical,2.4412999153,0.9612330198,71.023399353,4,1,0,1.6863600016,1.0110000372,0.5590500236,0.1800000072,0.7823349833,0.5256149769,0.3164240122,0.1800000072,0.0959405974,-93.7296981812,540.521972656,797.341003418,-2.7595100403,19.5027999878,0.9694100022,0.6796979904,72.8505020142,0.1644169986,0,1,0.2603580058
C6-700000370,C6,apical,4.7336301804,0.6796979904,158.102005005,3,4,0,1.5317300558,1.0110100508,0.9105870128,0.6796979904,0,0.990392983,0.990392983,0.990392983,0.5817260146,-51.731300354,586.117980957,628.603027344,28.1333007812,2.1477799416,0.9757490158,0.9612460136,159.492996216,0.4650529921,0,1,1.0467799902
C1-700000277,C1,apical,2.3168599606,0.9612309933,134.496994019,4,2,0,2.0059099197,0.9612309933,0.4169700146,0.125,1.0010800362,0.3917160034,0.2139050066,0.125,0.0688154027,28.6686992645,557.825012207,741.525024414,30.8302993774,54.7878990173,0.9472010136,0.679708004,136.643005371,0.1644240022,0,1,0.2332399935
C6-700000373,C6,apical,1.8099399805,1.079949975,154.145996094,3,4,0,0.7962489724,1.0904599428,0.8854699731,0.48061499,0,0.8908550143,0.8908550143,0.8908550143,0.2317110002,142.641998291,583.492004395,631.598022461,26.804599762,1.9279199839,0.9935910106,0.48061499,155.242004395,0.0581286997,0,1,0.2898400128
C1-700000276,C1,apical,1.996260047,1.079949975,135.481002808,4,2,0,2.2403900623,1.079949975,0.3866150081,0.125,1.6060299873,0.3917079866,0.2393040061,0.125,0.0873579979,-103.477996826,557.643005371,739.921020508,30.9269008636,64.7338027954,0.9526110291,0.4806270003,138.020996094,0.0581330992,0,1,0.145491004
C5-700000281,C5,apical,2.1214499474,0.4806239903,64.956703186,3,2,0,1.9622399807,0.5772730112,0.3183110058,0.150000006,1.2267600298,0.5772730112,0.3195100129,0.150000006,0.2074580044,94.2201004028,495.57800293,741.948974609,20.5412006378,36.2244987488,0.8561660051,0.150000006,67.0842971802,0.00176715,0,1,0.209224999
C5-700000415,C5,apical,1.1287100315,1.16031003,50.8306999207,2,2,0,0.5301839709,1.16031003,0.8467730284,0.6796979904,0,0,0,0,0,-15.3556003571,489.691009521,734.479003906,30.5338993073,1.6026699543,0.9979270101,0.6796979904,51.6012001038,0.1644169986,0,1,0.1506910026
C6-700000372,C6,apical,1.8631800413,0.9612470269,154.89100647,3,4,0,1.1209599972,0.9612470269,0.5815479755,0.125,0.6911950111,0.7500849962,0.607164979,0.4414820075,0.2627809942,-60.6116981506,584.392028809,630.578979492,26.4992008209,10.3914003372,0.9823619723,0.125,156.429992676,0.00102265,0,1,0.2638039887
C1-700000275,C1,apical,4.4200601578,1.079949975,135.481002808,4,2,0,3.9821801186,1.079949975,0.4196690023,0.125,3.4604899883,0.6299300194,0.3424319923,0.125,0.3449960053,-81.5532989502,557.661987305,739.255004883,30.5904998779,66.0392990112,0.868524015,0.4806210101,139.763000488,0.0581309013,0,1,0.4031270146
T-700000576,T,apical,1.9669100046,2.1125299931,289.381011963,1,1,0,1.197149992,2.1125299931,0.9914389849,0.3800779879,0,0.3800779879,0.3800779879,0.3800779879,0.0618647002,158.820007324,485.970001221,536.994995117,-5.3097801209,5.8546299934,0.9750599861,0.6796979904,291.294006348,0.1644169986,0,1,0.2262820005
C1-700000734,C1,apical,4.6630001068,1.6700899601,57.4650993347,3,3,0,1.7363200188,1.6700899601,1.0287200213,0.7500929832,0.337774992,0.7500939965,0.7500929832,0.7500929832,0.4190460145,66.5707015991,530.164001465,810.54699707,-23.081199646,3.1277799606,0.990121007,0.9612479806,59.5558013916,0.4650560021,0,1,0.8841019869
C1-700000274,C1,apical,1.9316300154,0.9612309933,136.229995728,4,2,0,1.9155299664,0.9612309933,0.4410200119,0.125,1.2318600416,0.4414820075,0.2772000134,0.125,0.0998962969,20.8603000641,558.856994629,740.635009766,31.1411991119,41.8950996399,0.952696979,0.48061499,138.386001587,0.0581286997,0,1,0.1580249965
C1-700000273,C1,apical,1.628880024,0.48061499,137.255996704,4,2,0,1.0787899494,0.4806219935,0.4806190133,0.48061499,0.3435199857,0.4806219935,0.4806210101,0.4806199968,0.1230550036,11.3385000229,559.473999023,740.12701416,32.1062011719,5.9462399483,0.9815080166,0.4806210101,138.335006714,0.0581309013,0,1,0.1811860055
C6-700000611,C6,apical,2.417370081,0.6299300194,93.8544998169,2,2,0,2.3648400307,0.6693540215,0.4190669954,0.213902995,1.2454199791,0.3340609968,0.2883940041,0.213902995,0.1377499998,-132.815002441,537.677978516,677.226013184,32.650100708,28.6418991089,0.9152119756,0.4806120098,96.2939987183,0.0581276007,0,1,0.1958779991
C1-700000272,C1,apical,2.0602300167,0.6299279928,137.513000488,4,2,0,3.0182800293,0.6299279928,0.2928000093,0.125,1.85224998,0.2139050066,0.1605619937,0.125,0.0692925975,-85.0593032837,559.310974121,739.786987305,33.0647010803,128.54800415,0.6604909897,0.4806190133,140.606002808,0.0581301004,0,1,0.1274230033
C1-700000271,C1,apical,1.7030600309,1.079949975,139.046005249,4,2,0,1.1351699829,1.079949975,0.6304550171,0.4806219935,0.3619740009,0.4806230068,0.4806230068,0.4806219935,0.1319680065,17.1156005859,560.723022461,739.153015137,32.6385993958,6.1371297836,0.979467988,0.4806230068,140.481002808,0.0581316017,0,1,0.1900999993
C3-700000279,C3,apical,1.5061899424,1.16031003,29.0608005524,0,1,0,0.7059829831,1.16031003,0.9268760085,0.6796990037,0,0,0,0,0.0504175015,113.222000122,452.244995117,746.969970703,-8.4001197815,1.4734899998,0.9993469715,0.6796990037,30.0070991516,0.164417997,0,1,0.214835003
C1-700000270,C1,apical,1.9121400118,0.967114985,140.037002563,4,2,0,1.5373699665,0.967114985,0.4259249866,0.150000006,0.586705029,0.2326540053,0.1775510013,0.150000006,0.0278622992,-118.462997437,560.992980957,738.289978027,33.4864006042,39.6981010437,0.9501100183,0.6796969771,141.718002319,0.1644160002,0,1,0.1922789961
T-700000575,T,apical,1.9012999535,2.1125299931,289.381011963,1,1,0,1.3466500044,2.1125299931,0.7966920137,0.2551540136,0.269472003,0.2551560104,0.2551549971,0.2551540136,0.0323286988,174.621994019,485.635986328,536.869995117,-5.0944399834,13.3788995743,0.946788013,0.6796979904,291.444000244,0.1644169986,0,1,0.1967460066
C4-700000174,C4,apical,3.7062900066,1.1603200436,37.8544998169,1,2,0,2.7150800228,1.1603200436,0.5055170059,0.150000006,1.6578199863,0.587157011,0.2957639992,0.150000006,0.2684740126,-105.45400238,460.290985107,732.679992676,10.9469003677,56.7645988464,0.9712929726,0.6796979904,40.8097991943,0.1644169986,0,1,0.4328910112
C5-700000251,C5,apical,3.6641099453,0.9612339735,85.1586990356,4,2,0,1.7953599691,0.9612339735,0.7102670074,0.5801579952,0.9080849886,0.7003129721,0.6367999911,0.5801579952,0.3880279958,12.5754003525,511.82901001,743.25,30.5270004272,5.3672299385,0.9951969981,0.679700017,87.0948028564,0.164417997,0,1,0.552447021
C5-700000250,C5,apical,5.1188502312,0.3000000119,86.6073989868,4,2,0,3.8371698856,0.9612470269,0.3491970003,0.150000006,2.4484300613,0.4523499906,0.2496369928,0.150000006,0.1618250012,101.683998108,512.552978516,744.807983398,32.137298584,89.7406997681,0.941304028,0.9612470269,90.1139984131,0.4650540054,0,1,0.6268789768
C5-700000253,C5,apical,3.7413599491,0.6299290061,83.3364028931,4,2,0,2.4917299748,0.6299290061,0.5013579726,0.4806210101,1.6218899488,0.4806210101,0.4806210101,0.4806210101,0.3768810034,-111.567001343,509.941986084,741.710021973,29.8066005707,13.5488004684,0.9401659966,0.4806210101,85.9028015137,0.0581309013,0,1,0.4350120127
C5-700000252,C5,apical,2.4416599274,0.9612339735,84.673500061,4,2,0,1.0066000223,0.9612339735,0.8439279795,0.679700017,0,0.8908500075,0.8908500075,0.8908500075,0.2612760067,-138.292999268,511.061004639,743.067016602,30.9834003448,2.0323801041,0.9981449842,0.679700017,85.8208999634,0.164417997,0,1,0.4256939888
C5-700000255,C5,apical,4.6812701225,0.679700017,82.4989013672,4,2,0,2.5703101158,0.7706829906,0.5904579759,0.4806039929,1.7742999792,0.7706829906,0.5938900113,0.4806039929,0.6069620252,17.9932003021,510.17401123,742.679992676,28.4090003967,10.5340003967,0.9133710265,0.4806239903,85.168800354,0.0581320003,0,1,0.665094018
C5-700000254,C5,apical,3.44810009,0.679700017,83.0503997803,4,2,0,1.3018900156,0.9612339735,0.8204669952,0.679700017,0.3293470144,0.9612339735,0.9260420203,0.8908500075,0.516734004,168.466003418,509.95401001,742.632995605,30.0156993866,2.3408000469,0.9971330166,0.679700017,84.3523025513,0.164417997,0,1,0.6811519861
C5-700000257,C5,apical,3.6465799809,0.4806239903,81.1998977661,4,3,0,2.9256100655,0.4806239903,0.4144969881,0.3153080046,1.4899799824,0.3979640007,0.3704119921,0.3153080046,0.2938010097,-163.86000061,508.234008789,742.895019531,29.3567008972,24.6751995087,0.9925860167,0.4806239903,84.12550354,0.0581320003,0,1,0.3519330025
C5-700000256,C5,apical,5.0100898743,0.3451539874,81.9737014771,4,2,0,3.3334000111,0.4806210101,0.4618059993,0.3451539874,2.5367999077,0.4806210101,0.4757829905,0.446754992,0.5265650153,-65.5512008667,509.652008057,741.765014648,29.3108997345,18.7098007202,0.924169004,0.4806210101,85.2393035889,0.0581309013,0,1,0.5846959949
C5-700000259,C5,apical,2.3224899769,0.679700017,79.5811004639,3,2,0,2.5019600391,0.679700017,0.4321680069,0.2701520026,0.8923630118,0.2701520026,0.2701520026,0.2701520026,0.1315869987,-175.761993408,506.973999023,743.460021973,28.3239994049,31.0825996399,0.8616480231,0.4806079865,82.1826019287,0.0581262,0,1,0.1897130013
C5-700000258,C5,apical,3.6499400139,0.4806169868,80.1196975708,3,2,0,1.749639988,0.7706940174,0.608058989,0.48061499,0.5748140216,0.7706940174,0.7355020046,0.7003099918,0.5423399806,58.2085990906,507.765014648,743.445007324,27.767999649,5.592979908,0.9928280115,0.48061499,81.8694000244,0.0581286997,0,1,0.6004689932
T-700000563,T,apical,3.7286999226,1.3562400341,293.739013672,1,2,0,3.1466300488,1.3562400341,0.5328220129,0.213902995,1.7241699696,0.4414809942,0.293024987,0.213902995,0.209830001,20.1968002319,488.604003906,533.408996582,-3.7498400211,43.0115013123,0.961055994,0.6796960235,297.223999023,0.1644160002,0,1,0.3742460012
C6-700000616,C6,apical,3.7833499908,0.6796990037,90.0994033813,2,2,0,2.0815000534,0.6796990037,0.6050440073,0.5303879976,0.7129430175,0.5303900242,0.5303890109,0.5303879976,0.3452939987,86.3320999146,536.997009277,681.044006348,32.7038993835,8.0603303909,0.9832609892,0.6796979904,92.1809005737,0.1644169986,0,1,0.5097110271
C7-700000086,C7,apical,2.231400013,1.16031003,137.813995361,0,1,0,2.0256299973,1.16031003,0.4843089879,0.150000006,1.4840999842,0.5678859949,0.3159669936,0.150000006,0.1391530037,-40.7112998962,365.157989502,647.697998047,17.3684997559,41.4189987183,0.9476720095,0.4806230068,140.179992676,0.0581316017,0,1,0.1972849965
C7-700000087,C7,apical,1.4908499718,0.9612470269,137.330993652,0,1,0,0.8262370229,0.9612470269,0.6310369968,0.365079999,0,0,0,0,0.0036917501,124.370002747,364.648986816,648.872009277,16.966999054,4.5449500084,0.9770990014,0.6796979904,138.29800415,0.1644169986,0,1,0.1681089997
C7-700000084,C7,apical,1.934319973,1.1603200436,139.544006348,0,1,0,1.1214900017,1.1603200436,0.7571290135,0.48061499,0,0.6304529905,0.6304529905,0.6304529905,0.1937150061,-78.7144012451,363.274993896,646.92401123,17.338300705,4.4280099869,0.931219995,0.48061499,141.005004883,0.0581286997,0,1,0.2518439889
C7-700000085,C7,apical,5.1927399635,1.16031003,137.813995361,0,1,0,3.0968399048,1.16031003,0.5546069741,0.150000006,1.8621000052,0.6299300194,0.3779169917,0.150000006,0.2321619987,-50.3415985107,365.408996582,647.411010742,17.3969993591,42.3429985046,0.9452559948,0.96122998,141.011001587,0.4650300145,0,1,0.697191
C7-700000082,C7,apical,4.8318200111,1.441849947,140.052001953,0,1,0,3.2464599609,1.441849947,0.5411999822,0.2326540053,2.184789896,0.518114984,0.3929469883,0.2326540053,0.4042139947,-91.092300415,362.859985352,645.721984863,16.5170001984,28.3094997406,0.9392840266,0.6796979904,143.679000854,0.1644169986,0,1,0.5686309934
C7-700000083,C7,apical,1.4091299772,1.441849947,140.052001953,0,1,0,1.317029953,1.441849947,0.5406389833,0.2326540053,0.5711060166,0.3979629874,0.2877570093,0.2326540053,0.0570542999,-82.2817001343,362.901000977,646.396972656,17.0862998962,18.7639007568,0.9809920192,0.4806230068,141.848999023,0.0581316017,0,1,0.1151859984
C7-700000080,C7,apical,3.6916899681,0.6796979904,144.475006104,0,1,0,2.8197000027,0.6796979904,0.5084670186,0.365079999,0,0.365079999,0.365079999,0.365079999,0.3154830039,94.9944000244,359.00201416,645.195983887,18.525100708,19.3040008545,0.9700829983,0.4806230068,147.393997192,0.0581316017,0,1,0.3736149967
C7-700000081,C7,apical,3.068500042,0.9612309933,141.768005371,0,1,0,3.3508601189,0.9612309933,0.3893240094,0.150000006,2.2447500229,0.3979609907,0.2566840053,0.150000006,0.1852760017,102.861999512,360.882995605,647.156982422,18.1019001007,84.3227005005,0.7580829859,0.48061499,145.35899353,0.0581286997,0,1,0.2434049994
T-700000574,T,apical,2.5866100788,2.1125299931,289.381011963,1,1,0,2.0123100281,2.1125299931,0.6661180258,0.1800000072,1.0543999672,0.4054670036,0.2802079916,0.1800000072,0.0995448977,156.574005127,485.302001953,537.062011719,-5.154009819,29.3740997314,0.9160410166,0.6796979904,292.109008789,0.1644169986,0,1,0.2639620006
T-700000440,T,apical,3.5325698853,2.2004899979,354.274993896,1,2,0,1.1799800396,2.2004899979,1.3485100269,0.9612519741,0,0.9612519741,0.9612519741,0.9612519741,0.2675879896,120.303001404,498.459991455,476.622009277,9.4956102371,1.6727099419,0.9823819995,0.9612579942,356.074005127,0.4650700092,0,1,0.7326589823
C6-700000687,C6,apical,1.2624100447,1.079949975,36.3266983032,2,2,0,1.3089599609,1.079949975,0.4693979919,0.1800000072,0.7542629838,0.4552319944,0.323962003,0.2551540136,0.0969574973,-95.8610992432,506.483001709,710.103027344,4.0228500366,18.7816009521,0.9018989801,0.1800000072,38.0857009888,0.00305363,0,1,0.1000109985
C7-700000088,C7,apical,3.9537398815,0.9612470269,136.87399292,0,1,0,1.952180028,0.9612470269,0.730355978,0.5801609755,0.599011004,0.7003170252,0.6402390003,0.5801609755,0.430734992,135.037994385,364.944000244,648.987976074,16.4400997162,6.0017499924,0.8997600079,0.6796979904,138.966995239,0.1644169986,0,1,0.5951520205
C7-700000089,C7,apical,2.5362100601,1.16031003,135.440002441,0,1,0,2.0083100796,1.16031003,0.5654309988,0.150000006,1.2699600458,0.5801569819,0.3602190018,0.150000006,0.196224004,-51.640499115,366.57598877,649.317016602,16.2775001526,28.4550991058,0.9762439728,0.48061499,137.787994385,0.0581286997,0,1,0.2543529868
C7-700000194,C7,apical,1.4937900305,0.9612309933,47.3370018005,0,1,0,0.8982459903,0.9612309933,0.6681370139,0.48061499,0,0.5801590085,0.5801590085,0.5801590085,0.1263329983,-57.2439002991,435.384002686,698.085998535,10.2505998611,3.8110899925,0.9778680205,0.48061499,48.4754981995,0.0581286997,0,1,0.184461996
C5-700000419,C5,apical,5.4741101265,1.16031003,43.1361999512,1,1,0,2.8977999687,1.16031003,0.5723720193,0.2551530004,1.4693100452,0.8204619884,0.4077689946,0.2551530004,0.3209190071,-88.1919021606,495.114013672,735.590026855,29.192899704,21.2903995514,0.8521379828,0.9612479806,46.1335983276,0.4650560021,0,1,0.7859749794
C1-700000289,C1,apical,3.3306899071,0.6796979904,126.693000793,4,2,0,1.7867200375,0.7736340165,0.6033599973,0.48061499,0.9019129872,0.7736340165,0.6188290119,0.48061499,0.4324299991,-175.059005737,551.572021484,745.369018555,27.9524002075,6.8184900284,0.9972410202,0.48061499,128.578994751,0.0581286997,0,1,0.4905590117
C6-700000617,C6,apical,2.1415700913,0.6796990037,89.1005020142,2,2,0,1.7910200357,0.6796990037,0.414564997,0.2139050066,1.1440500021,0.4806219935,0.3483270109,0.2139050066,0.1389610022,-129.876998901,536.255981445,681.109985352,31.8097991943,21.8071994781,0.8855969906,0.4806230068,90.9910964966,0.0581316017,0,1,0.197092995
C5-700000418,C5,apical,4.5585799217,0.9612460136,44.0144996643,1,1,0,3.1258499622,0.9612460136,0.5273299813,0.3153110147,1.1216000319,0.3650810122,0.3319010139,0.3153110147,0.3648070097,-49.1874008179,494.585998535,736.695007324,27.4316997528,23.5673007965,0.9673219919,0.6797019839,47.2811012268,0.1644199938,0,1,0.5292270184
C1-700000426,C1,apical,2.3851900101,0.9612460136,252.811004639,4,3,0,1.3612200022,0.9612460136,0.6222239733,0.4806160033,0.277617991,0.480618,0.4806169868,0.4806160033,0.1330330074,146.17300415,662.007019043,945.125976562,11.6607999802,5.9783000946,0.9250890017,0.6796990037,254.31300354,0.164417997,0,1,0.297450006
C10-700000070,C10,apical,4.07351017,1.4418400526,83.3397979736,0,1,0,2.5188000202,1.4418400526,0.5893719792,0.2139039934,1.2873300314,0.6299300194,0.4493120015,0.2139039934,0.3659139872,-67.1981964111,449.851013184,597.104003906,29.2931003571,24.7376003265,0.824311018,0.6796979904,86.2397003174,0.1644169986,0,1,0.5303310156
C10-700000071,C10,apical,1.7410900593,1.16031003,82.7997970581,0,1,0,1.4503599405,1.16031003,0.5217149854,0.2139039934,0.8654450178,0.48061499,0.3374759853,0.2139039934,0.1035190001,154.119995117,449.087005615,598.518981934,28.9165992737,17.2304000854,0.9521830082,0.48061499,84.5899963379,0.0581288002,0,1,0.1616470069
C10-700000072,C10,apical,5.7274098396,0.9612470269,81.0767974854,0,1,0,3.5622699261,0.9612470269,0.5516899824,0.213906005,1.6937299967,0.4806230068,0.3661090136,0.213906005,0.3027740121,-91.4157028198,450.54699707,598.234008789,27.7255001068,30.0611000061,0.7157809734,0.9612309933,84.6390991211,0.465030998,0,1,0.7678049803
C10-700000073,C10,apical,1.8608900309,1.359400034,79.9541015625,0,1,0,1.8166799545,1.359400034,0.5067890286,0.125,1.3055200577,0.6114069819,0.2884489894,0.125,0.0944776982,-8.5500202179,451.561004639,600.127990723,27.7325992584,51.9039993286,0.9901639819,0.48061499,82.2100982666,0.0581288002,0,1,0.1526069939
C7-700000068,C7,apical,2.5632600784,0.6796979904,155.587005615,0,1,0,1.307559967,0.6796979904,0.6299290061,0.5801609755,0.4323660135,0.5801609755,0.5801609755,0.5801609755,0.1945230067,138.945999146,349.640014648,639.486999512,19.9241008759,4.461400032,0.9856039882,0.6796979904,156.893997192,0.1644169986,0,1,0.358938992
C7-700000069,C7,apical,4.2679901123,1.359400034,152.875,0,1,0,2.3424499035,1.359400034,0.6172659993,0.150000006,1.1885900497,0.567892015,0.3519249856,0.150000006,0.1275690049,160.716995239,350.972991943,641.195007324,19.07970047,26.5412006378,0.9835680127,0.96122998,155.417007446,0.4650300145,0,1,0.592598021
C10-700000076,C10,apical,2.8002998829,1.441849947,78.3468017578,0,1,0,3.1443500519,1.441849947,0.4998590052,0.125,1.777799964,0.3917160034,0.2361309975,0.125,0.1656620055,-56.7335014343,451.074005127,600.70501709,25.1902999878,75.0828018188,0.95955199,0.48061499,81.9718017578,0.0581288002,0,1,0.2237910032
C10-700000077,C10,apical,2.6774599552,1.4418400526,78.004699707,0,1,0,2.2057199478,1.4418400526,0.5245329738,0.125,1.5471800566,0.5801569819,0.3693499863,0.125,0.2220499963,156.740997314,449.716003418,601.692016602,25.8593006134,39.1433982849,0.9740849733,0.4806230068,80.6911010742,0.0581316985,0,1,0.2801809907
C7-700000064,C7,apical,1.6242300272,1.359400034,159.615997314,0,1,0,1.9175800085,1.359400034,0.4400889874,0.150000006,1.0012099743,0.232656002,0.1830620021,0.150000006,0.0566998012,121.10900116,346.106994629,637.682006836,19.8402996063,56.0195007324,0.9850410223,0.4806230068,161.973007202,0.0581316017,0,1,0.1148310006
